nuevocodigo,eliminar,id,alterno,alterno2,descripcion,sustancia,unidad,gramaje,presentacion,plista,dctoprov,arancel,mcom,madm,costoreal,m1,m2,m3,p1,p2,p3,familia,nombrefamilia,clase,nombreclase,linea,nombrelinea,fecha,alta,impuesto,m4,m5,m6,p4,p5,p6,entero,autocant,minimo,maximo,imagen,existencia,ultcompra,ultventa,proveedor,nombre
,,40-NT1011802403,NT1011802403,60121137,ACRILICO NVA GENERACION CRISTAL 3.MM 1.80 X 2.40 MTS.,,PZA,4,PZA,"1,394.58",0.00,0.00,0.00,0.00,"1,394.58",26.00,24.00,20.00,"2,186.10","2,128.57","2,022.14",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,06-09-25,01-04-25,16.00,8.00,0.00,0.00,"1,758.38",0.00,0.00,FALSE,FALSE,0.00,0.00,40-NT1011802403,0.00,,2/18/2026,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NT1011201806,NT1011201806,60121137,ACRILICO NVA GENERACION CRISTAL 6.MM 1.20 X 1.80 MTS.,,PZA,3,PZA,"1,488.62",0.00,0.00,0.00,0.00,"1,488.62",26.00,24.00,24.00,"2,333.51","2,272.10","2,272.10",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,2/19/2026,4/14/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NT1011201806,0.00,,2/27/2026,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NT1011802406,NT1011802406,60121137,ACRILICO NVA GENERACION CRISTAL 6.MM 1.80 X 2.40 MTS.,,PZA,4,PZA,"2,928.39",0.00,0.00,0.00,0.00,"2,928.39",26.00,24.00,24.00,"4,590.45","4,469.65","4,469.65",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,06-09-25,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NT1011802406,0.00,,09-02-26,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NO4051201803,NO4051201803,60121137,ACRILICO NVA GENERACION NEGRO 3.MM 1.20 X 1.80 MTS,,PZA,4,,883.55,0.00,0.00,0.00,0.00,883.55,20.00,20.00,20.00,"1,281.15","1,281.15","1,281.15",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,06-09-25,5/14/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NO4051201803,0.00,,10-03-26,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NB2001802403,NB2001802403,1010101,ACRILICO NVA GENERACION OPALINO 3.MM 1.80 X 2.40 MTS.,,PZA,3,PZA,"1,408.59",0.00,0.00,0.00,0.00,"1,408.59",26.00,24.00,22.00,"2,208.06","2,149.95","2,094.83",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,4/30/2024,4/24/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NB2001802403,0.00,,09-12-25,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,192-4610-7-80,4610-7-80,30102306,ADAPTADOR  MOSQUITERO BLANCO LINEA 4600 6.10 MTS,,PZA,2,PZA,626.01,0.00,0.00,0.00,0.00,626.01,39.28,37.28,37.28,"1,195.94","1,157.80","1,157.80",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,87,4600 ESPAÑOLA,10-01-23,05-15-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4610-7-80,0.00,,06-09-25,4,LA VIGA EXTRUSIONES
,,801-12653-7-45,12653-7-45,1010101,ADAPTADOR INTERMEDIO RESIDENCIAL SERIE 50 CAFE 6.10 MTS,,PZA,3,PZA,242.19,0.00,0.00,0.00,0.00,242.19,20.00,18.00,18.00,351.18,342.61,342.61,16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,7/15/2025,8/26/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-18,4.00,,10/29/2025,34,LA VIGA CUPRUM
,,192-4610-7-58,4610-7-58,1010101,ADAPTADOR MOSQUITERO CAFE OSCURO LINEA 4600 6.10 MTS,3,PZA,3,PZA,677.97,0.00,0.00,0.00,0.00,677.97,39.28,37.28,37.28,"1,295.20","1,253.90","1,253.90",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,88,3600 ESPAÑOLA,03-02-26,8/21/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4610-7-18,0.00,,8/21/2025,4,LA VIGA EXTRUSIONES
,,192-4610-7-4,4610-7-4,30102306,ADAPTADOR MOSQUITERO CHAMPAGNE  LINEA 4600 6.10 MTS,,PZA,3,PZA,753.53,0.00,0.00,0.00,0.00,753.53,39.28,37.28,37.28,"1,439.54","1,393.64","1,393.64",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,87,4600 ESPAÑOLA,03-02-26,2/15/2014,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4610-7-25,0.00,,,4,LA VIGA EXTRUSIONES
,,192-4610-7-16,4610-7-16,30102306,ADAPTADOR MOSQUITERO INOX LINEA 4600 6.10 MTS,,PZA,3,PZA,86.00,0.00,0.00,0.00,0.00,86.00,39.00,37.00,37.00,163.54,158.35,158.35,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,87,4600 ESPAÑOLA,03-02-26,3/24/2018,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4610-7-16,0.00,,,4,LA VIGA EXTRUSIONES
,,192-4610-7-88,4610-7-88,30102306,ADAPTADOR MOSQUITERO LINEA 4600 ESP MADERA 6.10 MTS,,PZA,3,PZA,817.97,0.00,0.00,0.00,0.00,817.97,39.28,37.28,37.28,"1,562.66","1,512.83","1,512.83",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,88,3600 ESPAÑOLA,03-02-26,4/30/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4610-88,0.00,,4/30/2025,4,LA VIGA EXTRUSIONES
,,103-10220-7-99M,10220-7-99M,30102306,ADAPTADOR OXXO BLANCO,,MTS,1,MTS,23.69,0.00,0.00,0.00,0.00,23.69,20.00,18.00,18.00,34.35,33.52,33.52,16,SERIES CUPRUM,2,CORREDIZAS,3,"CORREDIZA 2""",6/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,103-10220-7-80M,54.50,,2/17/2026,34,LA VIGA CUPRUM
,,101-20220-7-80,20220-7-80,1010101,ADAPTADOR OXXO BLANCO 6.10 MTS,,PZA,2,PZA,117.01,8.00,0.00,0.00,0.00,117.01,36.02,34.02,34.02,212.14,205.71,205.71,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,3,"CORREDIZA 2""",10/28/2024,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,101-10220-7-11,23.00,,2/18/2026,4,LA VIGA EXTRUSIONES
,,102-10220-7-45M,10220-7-45M,30102306,ADAPTADOR OXXO CAFE,,MTS,1,MTS,30.10,0.00,0.00,0.00,0.00,30.10,20.00,18.00,18.00,43.64,42.58,42.58,16,SERIES CUPRUM,2,CORREDIZAS,3,"CORREDIZA 2""",6/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,102-10220-7-18M,58.00,,12-02-26,34,LA VIGA CUPRUM
,,102-20220-7-58,20220-7-58,30102306,ADAPTADOR OXXO CAFE OSCURO 6.10 MTS,,PZA,2,,142.28,0.00,0.00,0.00,0.00,142.28,37.67,35.67,35.67,264.80,256.57,256.57,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,3,"CORREDIZA 2""",04-02-25,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,102-10220-7-58,12.00,,04-03-26,4,LA VIGA EXTRUSIONES
,,104-10220-7-24M,10220-7-24M,30102306,ADAPTADOR OXXO CHAMPAGNE PULIDO,,MTS,1,MTS,28.42,0.00,0.00,0.00,0.00,28.42,20.00,18.00,18.00,41.21,40.21,40.21,16,SERIES CUPRUM,2,CORREDIZAS,3,"CORREDIZA 2""",6/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,104-10220-7-4M,59.30,,2/13/2026,34,LA VIGA CUPRUM
,,103-20220-7-4,20220-7-4,1010101,ADAPTADOR OXXO CHAMPAGNE PULIDO 6.10 MTS,,PZA,2,,179.04,8.00,0.00,0.00,0.00,179.04,37.67,35.67,35.67,333.20,322.84,322.84,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,3,"CORREDIZA 2""",12/26/2024,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,102-10220-7-58,-2.50,,04-02-26,4,LA VIGA EXTRUSIONES
,,101-10220-7-24,10220-7-24,1010101,ADAPTADOR OXXO CUPRUM CHAMPAGNE PULIDO 6.10 MTS,,PZA,3,PZA,115.63,0.00,0.00,0.00,0.00,115.63,24.00,22.00,22.00,176.49,171.96,171.96,16,SERIES CUPRUM,2,CORREDIZAS,3,"CORREDIZA 2""",11-02-26,11-02-26,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,101-10220-7-10,0.00,,,34,LA VIGA CUPRUM
,,101-10220I-11E,10220I-11E,30102306,ADAPTADOR OXXO ESPECIAL NATURAL 6.00 MTS,,PZA,3,PZA,106.26,0.00,0.00,0.00,0.00,106.26,22.00,20.00,20.00,158.03,154.08,154.08,20,ALUMINIO LINEA ESPECIAL,2,CORREDIZAS,3,"CORREDIZA 2""",3/18/2023,7/16/2018,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,101-10220I-11E,0.00,,,36,"PERFILETTO ALUMINIO, S.A. DE C.V."
,,103-20220-7-88M,20220-7-88M,30102306,ADAPTADOR OXXO MADERA,,MTS,1,,49.27,0.00,0.00,0.00,0.00,49.27,37.67,35.67,35.67,91.70,88.85,88.85,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,3,"CORREDIZA 2""",4/27/2024,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,103-20220-7-88M,56.40,,1/30/2026,4,LA VIGA EXTRUSIONES
,,103-20220-7-88,20220-7-88,30102306,ADAPTADOR OXXO MADERA 6.10 MTS,,PZA,3,,210.39,0.00,0.00,0.00,0.00,210.39,37.67,35.67,35.67,391.54,379.37,379.37,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,3,"CORREDIZA 2""",04-02-25,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,103-20220-7-88,0.50,,2/28/2026,4,LA VIGA EXTRUSIONES
,,101-10220-7-13M,10220-7-13M,30102306,ADAPTADOR OXXO NATURAL,,MTS,1,MTS,23.69,0.00,0.00,0.00,0.00,23.69,20.00,18.00,18.00,34.35,33.52,33.52,16,SERIES CUPRUM,2,CORREDIZAS,3,"CORREDIZA 2""",6/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,101-10220-7-11M,0.00,,09-10-25,34,LA VIGA CUPRUM
,,101-20220-7-11,20220-7-11,30102306,ADAPTADOR OXXO NATURAL 6.10 MTS,,PZA,2,PZA,117.01,8.00,0.00,0.00,0.00,117.01,37.67,35.67,35.67,217.76,210.99,210.99,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,3,"CORREDIZA 2""",9/14/2023,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,101-10220-7-11,17.50,,2/14/2026,4,LA VIGA EXTRUSIONES
,,101-10220-7-10,10220-7-10,30102306,ADAPTADOR OXXO NATURAL PULIDO 6.10 MTS,,PZA,3,PZA,118.69,0.00,0.00,0.00,0.00,118.69,24.00,22.00,22.00,181.16,176.51,176.51,16,SERIES CUPRUM,2,CORREDIZAS,3,"CORREDIZA 2""",12/17/2025,04-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,101-10220-7-10,-1.00,,11-03-26,34,LA VIGA CUPRUM
,,194-10005-7-58,10005-7-58,1010101,ADAPTADOR PARA 3 RIELES LINEA 10000 ESPAÑOLA CAFE OSCURO 6.10 MTS,,PZA,3,PZA,636.01,0.00,0.00,0.00,0.00,636.01,39.28,37.28,37.28,"1,215.04","1,176.30","1,176.30",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,91,10000 ESPAÑOLA,03-02-26,10-02-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,194-10012-7-25,0.00,,,4,LA VIGA EXTRUSIONES
,,40-1723180100CR,1723180100CR,30265802,AJEDREZ CRISTAL 1.00 X 1.80 MT HERRALUM,,PZA,4,,531.30,31.96,0.00,0.00,0.00,361.50,26.00,24.00,24.00,566.67,551.76,551.76,27,PLASTICO HERRALUM,15,PLASTICOS,98,PLASTICOS HERRALUM,3/21/2025,8/28/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-1723180100CR,0.00,,8/28/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,322-AVE1G10,AVE1G10,31201600,ANCLAJE QUIMICO PENNSYLVANIA GRIS Q70 300 M,,PZA,4,,189.33,10.00,0.00,0.00,0.00,189.33,18.00,16.00,16.00,267.83,261.45,261.45,6,SILICONES,21,SILICONES,40,SELLADORES Y SILICONES,9/22/2025,6/16/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,322-SELL4,0.00,9/22/2025,03-02-26,5,"ROBIN HERRAJES Y ACCESORIOS, S DE RL DE CV"
,,991-11124-7-10,11124-7-10,1010101,"ANGULO 1"" CUPRUM NATURAL PULIDO 6.10 MTS",,PZA,3,PZA,118.03,0.00,0.00,0.00,0.00,118.03,22.00,20.00,20.00,175.53,171.14,171.14,16,SERIES CUPRUM,5,ANGULOS,9,ANGULOS,11-02-26,11-02-26,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,991-1301-7-10,0.00,,,34,LA VIGA CUPRUM
,,991-C1311-7-02,C1311-7-02,1010101,ANGULO CUPRUM DE 1 1/2 X 1 1/2 X 1/8 SIN ANODIZAR DE 6.10 MTS,,PZA,3,PZA,407.37,0.00,0.00,0.00,0.00,407.37,20.00,18.00,18.00,590.69,576.28,576.28,16,SERIES CUPRUM,5,ANGULOS,9,ANGULOS,2/16/2026,06-02-26,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,991-1301-7-10,0.00,,11-02-26,34,LA VIGA CUPRUM
,,991-C1314-7-00,C1314-7-00,1010101,ANGULO CUPRUM DE 1 1/2 X 3/16 SIN ANODIZAR DE 6.10 MTS,,PZA,3,PZA,616.40,0.00,0.00,0.00,0.00,616.40,20.00,18.00,18.00,893.78,871.98,871.98,16,SERIES CUPRUM,5,ANGULOS,9,ANGULOS,6/21/2025,08-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,991-1301-7-10,0.00,,11-11-25,34,LA VIGA CUPRUM
,,152-1311-7-11,1311-7-11,30102306,ANGULO DE 1 1/2 X 1 1/2 X 1/8 NATURAL 6.10 MTS,,PZA,2,PZA,382.74,0.00,0.00,0.00,0.00,382.74,37.67,35.67,35.67,712.30,690.16,690.16,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,1/14/2026,1/19/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1311-7-0,4.50,,06-03-26,4,LA VIGA EXTRUSIONES
,,152-1311-7-0M,1311-7-0M,30102306,ANGULO DE 1 1/2 X 1 1/2 X 1/8 SIN ANODIZAR,,MTS,1,MTS,82.27,0.00,0.00,0.00,0.00,82.27,37.67,35.67,35.67,153.10,148.34,148.34,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,01-07-22,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1311-7-0M,43.75,,10-03-26,4,LA VIGA EXTRUSIONES
,,152-1311-7-0,1311-7-0,30102306,ANGULO DE 1 1/2 X 1 1/2 X 1/8 SIN ANODIZAR 6.10 MTS,,PZA,2,PZA,351.28,0.00,0.00,0.00,0.00,351.28,37.67,35.67,35.67,653.76,633.43,633.43,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,10/21/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1311-7-0,-25.00,,10-03-26,4,LA VIGA EXTRUSIONES
,,154-1324-7-85,1324-7-85,30102306,"ANGULO DE 1"" BEIGE DE 6.10 MTS",,PZA,2,PZA,200.42,0.00,0.00,0.00,0.00,200.42,37.67,35.67,35.67,373.00,361.41,361.41,67,ALUMINIO BEIGE Y ORO,5,ANGULOS,9,ANGULOS,1/27/2026,1/27/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,154-1324-7-85,9.00,,,4,LA VIGA EXTRUSIONES
,,154-1324-7-80M,1324-7-80M,30102306,"ANGULO DE 1"" BLANCO",,MTS,1,MTS,32.41,0.00,0.00,0.00,0.00,32.41,37.67,35.67,35.67,60.32,58.44,58.44,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,5/19/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,154-1324-7-80M,54.00,,2/25/2026,4,LA VIGA EXTRUSIONES
,,154-1324-7-80,1324-7-80,30102306,"ANGULO DE 1"" BLANCO DE 6.10 MTS",,PZA,2,PZA,138.39,0.00,0.00,0.00,0.00,138.39,37.67,35.67,35.67,257.56,249.55,249.55,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,03-12-24,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,154-1324-7-80,14.00,,09-03-26,4,LA VIGA EXTRUSIONES
,,153-1324-7-58,1324-7-58,30102306,"ANGULO DE 1"" CAFE OSCURO DE 6.10 MTS",,PZA,2,,163.67,0.00,0.00,0.00,0.00,163.67,37.67,35.67,35.67,304.60,295.13,295.13,36,ALUMINIO CAFE OSCURO (58),5,ANGULOS,9,ANGULOS,1/21/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,153-1324-7-58,25.00,,10-03-26,4,LA VIGA EXTRUSIONES
,,152-1324-7-11M,1324-7-11M,30102306,"ANGULO DE 1"" NATURAL",,MTS,1,MTS,32.41,0.00,0.00,0.00,0.00,32.41,37.67,35.67,35.67,60.32,58.44,58.44,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,11/15/2021,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1324-7-11M,59.00,,2/25/2026,4,LA VIGA EXTRUSIONES
,,152-1324-7-11,1324-7-11,30102306,"ANGULO DE 1"" NATURAL DE 6.10 MTS",,PZA,2,PZA,138.39,0.00,0.00,0.00,0.00,138.39,37.67,35.67,35.67,257.56,249.55,249.55,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,12/27/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1324-7-11,15.50,,10-03-26,4,LA VIGA EXTRUSIONES
,,152-1324-7-10M,1324-7-10M,30102306,"ANGULO DE 1"" NATURAL PULIDO",,MTS,1,MTS,46.94,0.00,0.00,0.00,0.00,46.94,39.28,37.28,37.28,89.67,86.81,86.81,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,8/19/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1324-7-10M,60.00,,7/17/2025,4,LA VIGA EXTRUSIONES
,,152-1324-7-10,1324-7-10,30102306,"ANGULO DE 1"" NATURAL PULIDO DE 6.10 MTS",,PZA,3,PZA,200.42,0.00,0.00,0.00,0.00,200.42,39.28,37.28,37.28,382.89,370.68,370.68,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,09-04-25,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1311-7-10,0.00,,11-03-26,4,LA VIGA EXTRUSIONES
,,155-1324-7-90,1324-7-90,30102306,"ANGULO DE 1"" ORO DE 6.10 MTS",,PZA,3,PZA,112.29,0.00,0.00,0.00,0.00,112.29,27.00,25.00,23.00,178.43,173.68,169.16,67,ALUMINIO BEIGE Y ORO,5,ANGULOS,9,ANGULOS,1/27/2026,1/27/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,155-1324-7-90,0.00,,05-02-26,4,LA VIGA EXTRUSIONES
,,153-1324-7-18M,1324-7-18M,30102306,ANGULO DE 1' CAFE,,MTS,1,MTS,38.33,0.00,0.00,0.00,0.00,38.33,37.67,35.67,35.67,71.34,69.12,69.12,26,ALUMINIO CAFE (18),5,ANGULOS,9,ANGULOS,08-07-21,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,153-1324-7-18M,56.00,,06-03-26,4,LA VIGA EXTRUSIONES
,,155-1324-7-4M,1324-7-4M,30102306,ANGULO DE 1' CHAMP PULIDO,,MTS,1,MTS,46.94,0.00,0.00,0.00,0.00,46.94,37.67,35.67,35.67,87.35,84.64,84.64,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,10/27/2020,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,155-1324-7-4M,58.80,,1/31/2026,4,LA VIGA EXTRUSIONES
,,155-1324-7-4,1324-7-4,30102306,ANGULO DE 1' CHAMP PULIDO DE 6.10 MTS,,PZA,2,PZA,200.42,0.00,0.00,0.00,0.00,200.42,37.67,35.67,35.67,373.00,361.41,361.41,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,9/30/2024,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,155-1324-7-4,17.00,,2/14/2026,4,LA VIGA EXTRUSIONES
,,156-1324-7-88M,1324-7-88M,30102306,ANGULO DE 1' MADERA,,MTS,1,MTS,54.28,0.00,0.00,0.00,0.00,54.28,37.67,35.67,35.67,101.02,97.88,97.88,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,10/15/2021,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,156-1324-7-88M,59.00,,2/17/2026,4,LA VIGA EXTRUSIONES
,,156-1324-7-88,1324-7-88,30102306,ANGULO DE 1' MADERA DE 6.10 MTS,,PZA,3,PZA,231.77,0.00,0.00,0.00,0.00,231.77,37.67,35.67,35.67,431.34,417.93,417.93,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,12/30/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,156-1324-7-88,0.00,,2/28/2026,4,LA VIGA EXTRUSIONES
,,991-1301-7-10M,1301-7-10M,30102306,ANGULO DE 1/2 NATURAL PULIDO,,MTS,1,MTS,35.18,0.00,0.00,0.00,0.00,35.18,39.28,37.28,37.28,67.22,65.07,65.07,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,7/25/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,991-1301-7-10M,60.00,,6/16/2025,4,LA VIGA EXTRUSIONES
,,991-1301-7-10,1301-7-10,30102306,ANGULO DE 1/2 NATURAL PULIDO 6.10 MTS,,PZA,3,PZA,150.24,0.00,0.00,0.00,0.00,150.24,39.28,37.28,37.28,287.02,277.86,277.86,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,1/14/2026,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,991-1301-7-10,0.00,,2/14/2026,4,LA VIGA EXTRUSIONES
,,155-1301-7-90,1301-7-90,30102306,ANGULO DE 1/2 ORO DE 6.10 MTS,,PZA,3,PZA,84.85,0.00,0.00,0.00,0.00,84.85,27.00,25.00,23.00,134.83,131.23,127.83,67,ALUMINIO BEIGE Y ORO,5,ANGULOS,9,ANGULOS,1/27/2026,1/27/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,155-1301-7-90,35.00,,,4,LA VIGA EXTRUSIONES
,,154-1301-7-80M,1301-7-80M,30102306,"ANGULO DE 1/2"" BLANCO",,MTS,1,MTS,20.66,0.00,0.00,0.00,0.00,20.66,37.67,35.67,35.67,38.45,37.25,37.25,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,06-05-22,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,154-1301-7-80M,47.65,,10-02-26,4,LA VIGA EXTRUSIONES
,,154-1301-7-80,1301-7-80,30102306,"ANGULO DE 1/2"" BLANCO DE 6.10 MTS",,PZA,2,PZA,88.21,0.00,0.00,0.00,0.00,88.21,37.67,35.67,35.67,164.16,159.06,159.06,1,ALUMINIO LINEA NACIONAL,5,ANGULOS,9,ANGULOS,12/30/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,154-1301-7-80,8.50,,11-03-26,4,LA VIGA EXTRUSIONES
,,153-1301-7-58,1301-7-58,30102306,"ANGULO DE 1/2"" CAFE OSCURO DE 6.10 MTS",,PZA,2,,113.49,0.00,0.00,0.00,0.00,113.49,37.67,35.67,35.67,211.20,204.64,204.64,36,ALUMINIO CAFE OSCURO (58),5,ANGULOS,9,ANGULOS,10/21/2025,03-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,153-1301-7-58,-4.50,,11-03-26,4,LA VIGA EXTRUSIONES
,,152-1301-7-11E,1301-7-11E,30102306,"ANGULO DE 1/2"" ESPECIAL NATURAL DE 6.00 MTS",,PZA,3,PZA,78.49,0.00,0.00,0.00,0.00,78.49,24.00,22.00,22.00,119.80,116.73,116.73,20,ALUMINIO LINEA ESPECIAL,5,ANGULOS,9,ANGULOS,8/23/2022,4/22/2017,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,152-1301-7-11E,0.00,,,36,"PERFILETTO ALUMINIO, S.A. DE C.V."
